Sqr Ft,Longitude,Latitude,Lot Size,Beds,Bath,Year Built,Days On Trulia,Zipcode,Days on Market,City_atlanta,City_aurora,City_baltimore,City_denver,City_fort wayne,City_jacksonville,City_los angeles,City_orlando,City_tampa,City_washington,State_ca,State_co,State_dc,State_fl,State_ga,State_in,State_md,day_of_week_listed_Friday,day_of_week_listed_Monday,day_of_week_listed_Saturday,day_of_week_listed_Sunday,day_of_week_listed_Thursday,day_of_week_listed_Tuesday,day_of_week_listed_Wednesday
2416,-85.07297,41.11231,30927.6,4.0,3.0,1976.0,2.0,46815.0,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1227,-118.31271,33.99428,6080.0,3.0,2.0,1921.0,97.0,90062.0,180,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2288,-104.92129,39.70462,8430.0,4.0,3.0,1959.0,15.0,80246.0,98,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1356,-81.66455,30.433424,8050.0,3.0,1.5,1969.0,2.0,32218.0,78,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2032,-82.50684,27.92069,10000.0,3.0,3.0,1941.0,2.0,33629.0,62,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1946,-84.46749,33.81179,9583.0,3.0,3.0,2005.0,79.0,30318.0,162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1481,-82.516075,27.919348,5000.0,3.0,2.0,1950.0,48.0,33629.0,131,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1452,-81.26824,28.470718,1914.0,3.0,3.0,2005.0,2.0,32829.0,44,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3362,-118.40096,33.972324,7506.0,4.0,4.0,1950.0,4.0,90045.0,62,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1180,-104.90537,39.722195,9316.0,3.0,2.0,1948.0,8.0,80220.0,66,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1602,-84.37611,33.71639,7501.0,3.0,2.0,1928.0,84.0,30315.0,168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3437,-81.251625,28.435007,5580.0,5.0,2.0,2004.0,15.0,32832.0,99,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2424,-104.75986,39.676434,6447.0,3.0,3.0,1998.0,11.0,80013.0,69,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
700,-118.192604,34.045773,6277.0,2.0,1.0,1915.0,14.0,90063.0,98,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2820,-81.49591,30.377918,11325.6,3.0,3.0,1999.0,180.0,32225.0,264,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4911,-85.0891,41.201973,12196.8,6.0,6.0,2002.0,8.0,46845.0,92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2000,-104.79165,39.732513,9191.0,4.0,2.0,1972.0,2.0,80011.0,72,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1636,-82.6209,28.033823,5900.0,3.0,2.0,1987.0,2.0,33635.0,56,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2760,-81.57622,30.25864,8668.0,4.0,3.0,2006.0,3.0,32216.0,78,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2152,-76.5021,39.32738,14374.8,3.0,3.0,1999.0,4.0,21237.0,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2586,-84.40163,33.832386,66211.2,5.0,3.0,1954.0,180.0,30305.0,264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1790,-105.0418,39.78583,7500.0,3.0,2.0,1923.0,7.0,80212.0,92,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1957,-105.05221,39.7093,10890.0,4.0,2.0,1955.0,2.0,80219.0,59,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1559,-81.62122,30.173462,5123.0,3.0,2.0,1979.0,8.0,32223.0,93,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2165,-104.97021,39.685284,6240.0,3.0,2.0,1923.0,2.0,80210.0,70,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2016,-81.471275,30.299915,8109.0,4.0,2.5,2004.0,52.0,32246.0,137,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2399,-81.5011,30.195042,2178000.0,4.0,3.0,2019.0,140.0,32256.0,189,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1866,-82.33593,28.148476,8250.0,3.0,2.0,1988.0,3.0,33647.0,64,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2288,-84.3724,33.77682,10881.0,4.0,3.0,1916.0,29.0,30308.0,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2752,-104.86735,39.741096,9583.0,6.0,3.0,1927.0,89.0,80010.0,174,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1510,-118.34376,33.990307,5800.0,3.0,2.0,1938.0,57.0,90043.0,141,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4001,-81.16625,28.541012,7126.0,7.0,5.0,2007.0,30.0,32828.0,118,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
980,-81.268364,28.565641,5444.0,2.0,2.0,1984.0,2.0,32825.0,77,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2590,-118.30819,33.983,4892.0,5.0,5.0,1926.0,8.0,90047.0,96,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2340,-81.243515,28.572212,87120.0,6.0,4.0,1949.0,2.0,32817.0,74,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3553,-84.350586,33.846275,22215.6,5.0,2.0,1954.0,180.0,30324.0,251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3459,-81.15488,28.553335,5500.0,4.0,3.0,2013.0,28.0,32828.0,116,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2376,-81.362045,28.349747,9179.0,4.0,3.0,1993.0,28.0,32824.0,116,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1180,-82.45323,28.011898,5750.0,3.0,2.0,1941.0,126.0,33604.0,214,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1500,-76.5986,39.286045,435.0,3.0,2.0,1870.0,18.0,21231.0,106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3407,-105.04611,39.679016,15681.6,3.0,3.0,1956.0,5.0,80219.0,67,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3468,-81.68944,30.313253,5757.0,6.0,6.0,1927.0,24.0,32204.0,112,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
816,-81.63177,30.3615,5103.0,2.0,1.0,1986.0,4.0,32206.0,76,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2685,-81.26927,28.475235,12196.8,4.0,3.0,2005.0,111.0,32829.0,179,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1134,-118.274414,33.999004,2400.0,2.0,2.0,1923.0,180.0,90037.0,246,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1831,-118.372284,34.07004,6048.0,3.0,2.0,1927.0,69.0,90048.0,158,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1510,-81.210434,28.40633,1683.0,3.0,3.0,2006.0,4.0,32832.0,65,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1848,-81.60842,30.469923,8636.0,4.0,2.0,2002.0,42.0,32218.0,132,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2462,-118.27608,33.980377,6690.0,4.0,4.0,1941.0,2.0,90003.0,65,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2441,-81.49269,28.464321,19166.4,4.0,2.0,1977.0,10.0,32819.0,100,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1632,-81.24113,28.611416,6600.0,4.0,2.0,1987.0,26.0,32817.0,116,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2088,-76.6074,39.332104,1742.0,4.0,2.0,1927.0,76.0,21218.0,166,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2151,-76.64056,39.33936,1481.0,3.0,3.0,2019.0,178.0,21211.0,243,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4903,-82.49128,27.898258,8432.0,5.0,6.0,2019.0,180.0,33611.0,269,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1249,-104.97179,39.76179,3120.0,3.0,2.0,1893.0,67.0,80205.0,152,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4440,-104.960236,39.70092,6250.0,4.0,5.0,2007.0,132.0,80209.0,222,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1842,-81.39676,28.587229,13939.2,3.0,2.0,1951.0,34.0,32804.0,124,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1670,-104.93263,39.680473,8540.0,4.0,2.0,1959.0,43.0,80222.0,133,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2863,-82.61146,28.084688,2319.0,5.0,3.0,2006.0,41.0,33626.0,131,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1880,-85.14946,41.13563,24829.2,3.0,2.0,1962.0,27.0,46825.0,117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3220,-104.75924,39.81082,6882.0,3.0,4.0,2013.0,41.0,80019.0,117,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3901,-118.16283,34.09248,4687.0,4.0,2.0,1970.0,9.0,90032.0,100,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1844,-85.25427,41.0572,16988.4,4.0,3.0,1967.0,44.0,46804.0,107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1492,-82.44936,28.010399,7280.0,3.0,2.0,2019.0,180.0,33604.0,271,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1219,-118.25996,34.08934,1001.0,2.0,3.0,2015.0,71.0,90026.0,162,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2939,-81.61281,30.291128,42688.8,4.0,2.0,1947.0,2.0,32207.0,93,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2488,-81.14955,28.543613,6250.0,4.0,3.0,2010.0,133.0,32828.0,224,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3529,-81.25016,28.432686,13503.6,5.0,4.0,2005.0,85.0,32832.0,176,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1438,-81.402985,28.488781,4200.0,4.0,2.0,1998.0,89.0,32839.0,181,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2582,-82.51158,28.074266,2578.0,3.0,3.0,2007.0,55.0,33618.0,147,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3972,-81.50084,28.459131,16552.8,5.0,5.0,1984.0,180.0,32819.0,272,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1946,-76.60674,39.332726,1280.0,3.0,2.0,1923.0,154.0,21218.0,246,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1838,-82.58723,28.000818,7960.0,3.0,2.0,1965.0,180.0,33615.0,272,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1328,-81.76414,30.307354,9916.0,3.0,2.0,1957.0,46.0,32205.0,138,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2376,-81.07763,28.508083,11325.6,4.0,2.0,2019.0,2.0,32833.0,52,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1626,-82.47677,28.028774,6301.0,2.0,3.0,1927.0,64.0,33604.0,156,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2358,-81.73229,30.431414,5998.0,4.0,3.0,2019.0,8.0,32218.0,77,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1447,-81.46255,28.541643,7001.0,3.0,2.0,2019.0,11.0,32835.0,73,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4419,-85.12385,41.173515,25264.8,5.0,6.0,1997.0,3.0,46825.0,65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1980,-77.018456,38.95817,1798.0,3.0,4.0,1920.0,5.0,20011.0,100,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1171,-84.41913,33.713577,8499.0,2.0,2.0,1925.0,20.0,30310.0,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1780,-82.389496,28.063463,1589.0,3.0,4.0,2009.0,2.0,33617.0,74,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1768,-82.51839,28.046127,8772.0,4.0,2.0,1984.0,4.0,33624.0,76,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1965,-82.44804,27.984093,7588.0,3.0,2.0,1948.0,2.0,33603.0,72,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1688,-82.55357,28.09159,7500.0,3.0,2.0,1987.0,27.0,33625.0,122,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4020,-82.37423,28.161583,14374.8,5.0,5.0,2006.0,180.0,33647.0,275,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1550,-85.07347,41.1278,16988.4,3.0,2.0,1965.0,2.0,46835.0,67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1000,-84.3944,33.694424,9601.0,4.0,2.0,1955.0,5.0,30315.0,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1365,-81.76997,30.42534,36154.8,3.0,2.0,2019.0,2.0,32219.0,56,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2035,-81.20393,28.528269,6010.0,4.0,2.0,1995.0,7.0,32828.0,74,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1982,-82.51204,28.09027,9200.0,4.0,2.0,1985.0,2.0,33624.0,67,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1008,-118.36758,34.02732,5489.0,3.0,1.0,1944.0,45.0,90016.0,141,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1140,-81.39376,28.497894,5436.0,3.0,2.0,1990.0,3.0,32839.0,73,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2480,-118.25324,34.112183,5404.0,6.0,4.0,1924.0,2.0,90039.0,59,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2622,-77.002686,38.91503,1500.0,4.0,4.0,1923.0,64.0,20002.0,161,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3019,-104.888725,39.63691,12196.8,4.0,4.0,1969.0,8.0,80237.0,106,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1075,-84.38574,33.71297,7501.0,2.0,2.0,1953.0,143.0,30315.0,241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2410,-118.40432,33.969543,8851.0,4.0,4.0,1951.0,4.0,90045.0,102,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1993,-118.33636,34.015774,6254.0,3.0,3.0,1942.0,172.0,90008.0,234,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1200,-82.403496,27.943575,823.0,2.0,3.0,2007.0,3.0,33619.0,84,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2000,-81.178246,28.541391,7199.0,4.0,3.0,1996.0,72.0,32828.0,171,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2500,-84.437325,33.718853,7501.0,4.0,3.0,1948.0,3.0,30311.0,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6007,-118.36294,34.074574,6607.0,10.0,8.0,1958.0,13.0,90048.0,112,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1534,-81.5989,30.338083,8553.0,3.0,2.0,1953.0,68.0,32211.0,167,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1524,-118.31756,33.98288,2252.0,3.0,3.0,2000.0,64.0,90047.0,163,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
728,-85.1565,41.089993,3536.0,2.0,1.0,1930.0,2.0,46808.0,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1393,-82.55742,28.03129,2138.0,3.0,3.0,1985.0,3.0,33634.0,93,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
904,-104.86079,39.746426,6534.0,3.0,2.0,1947.0,4.0,80010.0,80,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
671,-81.354935,28.52457,2200.0,2.0,1.0,1938.0,77.0,32806.0,158,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3645,-77.095314,38.94367,6750.0,5.0,4.0,1980.0,6.0,20016.0,78,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1345,-118.17115,34.08527,10453.0,4.0,2.0,1941.0,115.0,90032.0,217,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2299,-82.46666,28.054405,9583.0,3.0,2.0,1946.0,27.0,33612.0,129,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5456,-82.46025,27.912672,9594.0,5.0,5.0,1999.0,180.0,33606.0,281,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3699,-118.34073,34.051003,5919.0,6.0,4.0,1936.0,180.0,90019.0,282,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2000,-76.99268,38.924763,1589.0,3.0,2.0,1926.0,5.0,20018.0,82,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1728,-76.60731,39.33947,2300.0,3.0,3.0,1920.0,3.0,21218.0,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
925,-82.43545,28.029907,5000.0,3.0,1.0,1954.0,32.0,33604.0,134,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3859,-81.474884,28.489292,11761.2,4.0,5.0,2016.0,2.0,32819.0,87,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2326,-104.977844,39.72302,4690.0,3.0,2.0,1906.0,14.0,80218.0,117,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3817,-104.70236,39.58464,8276.0,3.0,4.0,2003.0,13.0,80016.0,116,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1608,-81.60133,30.171139,2359.0,3.0,3.0,1984.0,2.0,32257.0,81,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2084,-76.59673,39.334858,7200.0,3.0,3.0,1951.0,180.0,21218.0,283,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2162,-118.3026,34.028442,7400.0,4.0,4.0,1916.0,4.0,90018.0,82,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
990,-118.2792,33.920986,9430.0,2.0,1.0,1952.0,97.0,90061.0,177,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
960,-105.03524,39.71543,6250.0,3.0,2.0,1989.0,6.0,80219.0,109,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9900,-82.48884,27.929062,32670.0,20.0,10.0,1947.0,18.0,33629.0,121,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1632,-81.15548,28.512001,2138.0,3.0,3.0,2015.0,141.0,32828.0,246,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2449,-118.197464,34.062557,7494.0,6.0,3.0,1928.0,31.0,90033.0,136,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6718,-104.720955,39.55728,8276.0,4.0,4.0,2019.0,104.0,80016.0,209,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
900,-76.980225,38.933807,2800.0,3.0,2.0,1951.0,180.0,20018.0,285,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2629,-77.06704,38.968918,5225.0,5.0,4.0,1937.0,5.0,20015.0,81,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1223,-82.47747,28.07052,1075.0,2.0,3.0,1982.0,144.0,33613.0,249,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1575,-81.64732,30.275682,11325.6,3.0,2.0,1947.0,139.0,32207.0,245,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3898,-105.06042,39.677353,10300.0,5.0,3.0,1973.0,40.0,80227.0,146,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1500,-84.37706,33.6945,10790.0,3.0,1.0,1955.0,24.0,30315.0,129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1998,-84.37628,33.73174,7497.0,3.0,2.0,1904.0,14.0,30315.0,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
954,-82.404816,28.010937,9000.0,3.0,1.0,1958.0,108.0,33610.0,180,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2105,-81.71002,30.264675,10607.0,4.0,2.0,1958.0,180.0,32210.0,289,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1546,-76.60416,39.33284,5302.0,4.0,2.0,1923.0,27.0,21218.0,136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2412,-77.02056,38.938473,2850.0,4.0,4.0,1913.0,118.0,20011.0,227,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1146,-82.52802,27.858494,5000.0,2.0,2.0,1900.0,13.0,33616.0,123,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2010,-82.48409,28.083986,16552.8,4.0,3.0,1962.0,7.0,33618.0,95,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2046,-105.0182,39.69002,5930.0,4.0,2.0,1955.0,22.0,80219.0,125,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1332,-118.25975,34.080215,5680.0,4.0,1.0,1920.0,9.0,90026.0,120,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1248,-76.98377,38.847157,1840.0,3.0,3.0,1950.0,2.0,20020.0,77,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
648,-104.78822,39.697777,828.0,1.0,1.0,1984.0,6.0,80017.0,94,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
975,-81.27561,28.493399,7430.0,4.0,2.0,1971.0,33.0,32822.0,145,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1498,-81.40148,28.580282,11325.6,3.0,2.0,1955.0,13.0,32804.0,126,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1100,-118.2538,34.104275,3370.0,2.0,2.0,1915.0,92.0,90039.0,196,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2118,-81.649925,30.269518,10000.0,3.0,3.0,1952.0,2.0,32207.0,87,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1455,-118.20578,34.06889,6264.0,4.0,2.0,1890.0,2.0,90031.0,106,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
