State,Address,City,sale_price,sale_date,Sqr Ft,Longitude,Latitude,Lot Size,Beds,Bath,Year Built,Days On Trulia,Zipcode,listing_date,Days on Market
md,823 cator ave,baltimore,48000,2020-03-12,1296,-76.60379,39.3389,3300.0,3.0,2.0,1924.0,2.0,21218.0,2019-10-24,140
fl,4655 post st,jacksonville,148000,2020-03-13,1171,-81.72611,30.309326,5727.0,2.0,1.0,1940.0,142.0,32205.0,2019-04-30,318
fl,7163 melvin rd,jacksonville,138600,2020-03-13,1050,-81.76415,30.255829,6797.0,3.0,2.0,1986.0,21.0,32210.0,2019-08-30,196
md,715 berry st,baltimore,315000,2020-03-13,1272,-76.628845,39.33186,1441.0,3.0,3.0,1920.0,35.0,21211.0,2019-08-15,211
fl,339 e church st,jacksonville,185000,2020-03-15,1437,-81.65213,30.329126,1066.0,2.0,3.0,2002.0,2.0,32202.0,2019-10-18,149
fl,1605 perkins rd,orlando,220000,2020-03-15,1098,-81.35877,28.458546,10832.0,3.0,2.0,1958.0,143.0,32809.0,2019-06-04,285
fl,801 spring island way,orlando,360000,2020-03-15,2383,-81.186,28.548876,10201.0,4.0,4.0,1997.0,2.0,32828.0,2019-10-07,160
fl,13473 summer rain dr,orlando,365000,2020-03-15,2357,-81.16057,28.531685,7700.0,4.0,3.0,2004.0,8.0,32828.0,2019-09-11,186
fl,12956 bovet ave,orlando,675000,2020-03-15,3506,-81.260216,28.37606,8346.0,4.0,4.0,2019.0,115.0,32827.0,2019-05-27,293
fl,6512 grosvenor ln,orlando,252000,2020-03-15,1715,-81.47307,28.532553,6522.0,3.0,2.0,1988.0,24.0,32835.0,2019-08-26,202
fl,13124 boulder woods cir,orlando,249900,2020-03-15,1743,-81.35376,28.375383,5062.0,3.0,2.0,1990.0,26.0,32824.0,2019-08-24,204
fl,11786 tierra verde ln,jacksonville,367000,2020-03-15,2328,-81.56887,30.158697,65775.6,4.0,3.0,1978.0,2.0,32258.0,2019-09-19,178
fl,8624 terrace pines ct,orlando,400000,2020-03-15,3095,-81.5026,28.417032,13503.6,5.0,4.0,2000.0,46.0,32836.0,2019-08-04,224
fl,4346 ellipse dr,jacksonville,100,2020-03-15,2121,-81.525826,30.263706,3612.0,3.0,4.0,2013.0,42.0,32246.0,2019-08-09,219
fl,5054 benwick aly,orlando,1829000,2020-03-15,4400,-81.324104,28.564932,9099.0,5.0,6.0,2019.0,8.0,32814.0,2019-09-11,186
fl,3009 salford st,orlando,265000,2020-03-15,2465,-81.32906,28.358776,3244.0,4.0,3.0,2014.0,113.0,32824.0,2019-05-29,291
fl,2831 calico ct,orlando,137200,2020-03-15,1782,-81.282135,28.505562,6898.0,4.0,2.0,1981.0,111.0,32822.0,2019-05-31,289
fl,4118 w corona st,tampa,1410000,2020-03-15,4116,-82.5136,27.913815,9000.0,4.0,6.0,2019.0,120.0,33629.0,2019-05-23,297
fl,2321 camden ave,jacksonville,203400,2020-03-15,1612,-81.630806,30.299744,17859.6,3.0,2.0,1949.0,2.0,32207.0,2019-10-25,142
fl,10248 scott mill rd,jacksonville,865000,2020-03-15,2519,-81.63447,30.188591,94089.6,3.0,3.0,1950.0,171.0,32257.0,2019-04-17,333
fl,2376 scenic view ct,jacksonville,118000,2020-03-15,1889,-81.682724,30.445442,6854.0,4.0,3.0,1993.0,180.0,32218.0,2019-03-23,358
fl,10131 authors way,orlando,409000,2020-03-15,2995,-81.21988,28.43033,6500.0,4.0,3.0,2016.0,76.0,32832.0,2019-07-05,254
fl,3631 bay heights way,tampa,303000,2020-03-15,1764,-82.50414,27.872225,1742.0,3.0,3.0,2007.0,141.0,33611.0,2019-05-02,318
fl,7866 horse ferry rd,orlando,100,2020-03-15,3529,-81.49733,28.504799,39204.0,5.0,4.0,1999.0,81.0,32835.0,2019-06-30,259
fl,13812 gabriel ct,jacksonville,340000,2020-03-15,2520,-81.45437,30.292887,6869.0,5.0,3.0,2008.0,28.0,32224.0,2019-08-22,206
fl,13575 phoenix dr,orlando,400000,2020-03-15,3239,-81.160545,28.519434,9768.0,4.0,3.0,2007.0,141.0,32828.0,2019-05-01,319
fl,4302 w empedrado st,tampa,392000,2020-03-15,1206,-82.516365,27.92034,5000.0,3.0,2.0,1949.0,88.0,33629.0,2019-06-23,266
fl,3205 kirk st,miami,2675000,2020-03-15,6400,-80.22991,25.736792,8441.0,5.0,6.0,2014.0,139.0,33133.0,2019-05-03,317
in,7654 lila way,fort wayne,202144,2020-03-16,1639,-85.01315,41.155273,8842.0,3.0,2.0,2019.0,2.0,46835.0,2019-09-27,171
ca,2085 kitchener st,riverside,2115000,2020-03-16,12135,-117.38782,33.91797,549727.2,8.0,9.0,2006.0,141.0,92504.0,2019-05-01,320
ca,1120 los palos st,los angeles,960009,2020-03-18,2678,-118.19456,34.01975,4999.0,7.0,9.0,1913.0,2.0,90023.0,2019-10-21,149
dc,2435 tracy pl nw,washington,3700000,2020-03-18,6330,-77.05421,38.9165,4700.0,6.0,8.0,1927.0,180.0,20008.0,2019-03-23,361
ca,2378 buckingham ln,los angeles,2867528,2020-03-19,4843,-118.47632,34.113274,7299.0,4.0,5.0,1999.0,120.0,90077.0,2019-05-22,302
ga,622 blanche st nw,atlanta,214000,2020-03-20,1296,-84.44475,33.771896,7200.0,3.0,2.0,1950.0,38.0,30318.0,2019-08-12,221
ca,1208 e 56th st,long beach,590005,2020-03-23,1722,-118.17698,33.857395,4804.0,3.0,3.0,1955.0,42.0,90805.0,2019-08-08,228
ca,1810 s berendo st,los angeles,1505015,2020-03-23,5649,-118.29314,34.041042,4662.0,6.0,5.0,1922.0,180.0,90006.0,2019-03-23,366
co,25861 e archer ave,aurora,439800,2020-03-25,3710,-104.68579,39.715733,6438.0,4.0,4.0,2013.0,7.0,80018.0,2019-09-13,194
ca,2730 hollyridge dr,los angeles,1550015,2020-03-26,1977,-118.318665,34.116474,6741.0,3.0,4.0,1929.0,7.0,90068.0,2019-09-12,196
ga,1095 old powers ferry rd,sandy springs,690000,2020-03-27,4110,-84.423454,33.90433,30927.6,5.0,5.0,1984.0,45.0,30327.0,2019-08-05,235
ga,307 augusta ave se,atlanta,660000,2020-03-27,2364,-84.377655,33.73344,8499.0,4.0,3.0,1920.0,3.0,30315.0,2019-10-07,172
co,8861 poze blvd,thornton,330000,2020-03-27,1130,-104.96719,39.857002,6970.0,3.0,2.0,1954.0,77.0,80229.0,2019-07-04,267
ca,741 n orange grove ave,los angeles,1930019,2020-03-27,1950,-118.36079,34.08499,6042.0,3.0,2.0,1924.0,2.0,90046.0,2019-10-24,155
ga,5165 s trimble rd,sandy springs,815000,2020-03-30,6900,-84.355934,33.89605,63597.6,5.0,7.0,1962.0,29.0,30342.0,2019-08-21,222
ga,2172 telhurst st sw,atlanta,10,2020-03-31,1213,-84.45924,33.749603,10001.0,3.0,1.0,1920.0,5.0,30310.0,2019-10-12,171
fl,5011 shetland ave,tampa,173000,2020-04-01,1255,-82.5801,27.99302,7800.0,3.0,1.0,1961.0,71.0,33615.0,2019-07-10,266
fl,3203 marcellus cir,tampa,395000,2020-04-01,1971,-82.49645,27.940107,1028.0,3.0,4.0,2005.0,53.0,33609.0,2019-07-30,246
fl,4631 bluff ave,jacksonville,210000,2020-04-01,1922,-81.50499,30.382553,7726.0,5.0,3.0,1962.0,2.0,32225.0,2019-09-25,189
fl,1807 e ellicott st,tampa,210000,2020-04-02,1582,-82.439285,27.991074,4499.0,3.0,2.0,1947.0,2.0,33610.0,2019-10-27,158
fl,18325 bellezza dr,orlando,510000,2020-04-03,4137,-81.105064,28.589731,22651.2,4.0,5.0,2013.0,180.0,32820.0,2019-03-23,377
fl,3206 cullen lake shore dr,orlando,547000,2020-04-03,3543,-81.342094,28.483225,10621.0,5.0,4.0,1965.0,93.0,32812.0,2019-07-23,255
dc,3028 clinton st ne,washington,535000,2020-04-03,2034,-76.96522,38.93041,12632.4,3.0,2.0,1936.0,42.0,20018.0,2019-08-08,239
ga,3954 sheldon dr ne,atlanta,735000,2020-04-03,1816,-84.37774,33.861107,20908.8,4.0,3.0,1955.0,108.0,30342.0,2019-06-03,305
fl,12158 ryegrass trl,orlando,336000,2020-04-06,1838,-81.348206,28.388327,7000.0,4.0,2.0,2019.0,9.0,32824.0,2019-09-10,209
fl,8330 vermanth rd,jacksonville,263000,2020-04-06,1884,-81.56692,30.344284,14374.8,4.0,2.0,2000.0,2.0,32211.0,2019-10-13,176
co,2237 s oswego way,aurora,289000,2020-04-07,1840,-104.84953,39.676315,2352.0,4.0,3.0,1976.0,88.0,80014.0,2019-06-23,289
ga,1116 westmont rd sw,atlanta,100000,2020-04-07,1567,-84.43728,33.72479,9814.0,3.0,2.0,1950.0,180.0,30311.0,2019-03-23,381
ga,2000 cambridge ave,college park,354900,2020-04-07,1683,-84.454575,33.66124,12632.4,4.0,3.0,1920.0,109.0,30337.0,2019-06-19,293
ca,943 w 65th st,los angeles,689006,2020-04-07,3260,-118.29077,33.980385,7324.0,7.0,4.0,1925.0,73.0,90044.0,2019-07-08,274
md,7701 charlesmont rd,dundalk,152000,2020-04-09,1080,-76.48299,39.274693,2800.0,3.0,1.0,1961.0,2.0,21222.0,2019-10-23,169
dc,313 elm st nw,washington,867000,2020-04-09,2025,-77.01654,38.917618,1162.0,4.0,4.0,1906.0,71.0,20001.0,2019-07-10,274
fl,19554 whispering brook dr,tampa,377000,2020-04-09,2952,-82.30397,28.16904,10890.0,4.0,3.0,2014.0,70.0,33647.0,2019-07-11,273
fl,4930 new providence ave,tampa,2000000,2020-04-10,7473,-82.53248,27.932226,12196.8,6.0,6.0,1988.0,23.0,33629.0,2019-08-27,227
ca,1326 harmony way,torrance,655006,2020-04-10,2016,-118.300125,33.82087,1747.0,4.0,4.0,2007.0,180.0,90501.0,2019-03-23,384
fl,3113 kline rd,jacksonville,181500,2020-04-10,1568,-81.554535,30.289345,7129.0,3.0,2.0,1955.0,37.0,32246.0,2019-08-13,241
md,3796 timahoe cir,nottingham,217000,2020-04-13,1680,-76.49545,39.39075,2000.0,3.0,2.0,1989.0,24.0,21236.0,2019-10-07,189
fl,8039 pierre dr,jacksonville,115500,2020-04-13,975,-81.78236,30.27232,8305.0,3.0,1.0,1964.0,2.0,32210.0,2019-09-27,199
fl,5169 pope rd,orlando,210000,2020-04-14,1347,-81.43925,28.613626,6873.0,4.0,2.0,2006.0,8.0,32810.0,2019-10-09,188
fl,1253 mercedes pl,orlando,585000,2020-04-14,2506,-81.39724,28.563194,10302.0,4.0,3.0,1993.0,141.0,32804.0,2019-05-01,349
fl,4423 windergate dr,jacksonville,127000,2020-04-15,1280,-81.602516,30.18011,3855.0,2.0,3.0,1985.0,128.0,32257.0,2019-05-14,337
fl,4626 empire ave,jacksonville,600000,2020-04-15,4900,-81.61916,30.31521,16117.2,4.0,5.0,1986.0,180.0,32207.0,2019-03-23,389
fl,730 madeira ave,coral gables,670000,2020-04-15,1432,-80.270584,25.755114,7350.0,3.0,1.0,1940.0,53.0,33134.0,2019-07-28,262
fl,2518 britney lakes ln,jacksonville,215000,2020-04-15,1730,-81.863106,30.265743,15245.999999999998,3.0,2.0,2006.0,111.0,32221.0,2019-06-11,309
fl,1821 w richardson pl,tampa,1350000,2020-04-15,4152,-82.48013,27.928812,8060.0,4.0,5.0,1922.0,160.0,33606.0,2019-04-12,369
fl,2531 n habana pl,tampa,385000,2020-04-15,3787,-82.4868,28.04009,7405.0,4.0,5.0,1959.0,123.0,33618.0,2019-06-14,306
fl,2961 starshire cv,jacksonville,275000,2020-04-15,2266,-81.62639,30.193201,13503.6,4.0,3.0,1975.0,114.0,32257.0,2019-05-28,323
fl,17503 bella nova dr,orlando,435000,2020-04-15,3261,-81.11925,28.590675,30927.6,4.0,4.0,2015.0,11.0,32820.0,2019-10-08,190
ca,2016 stanley hills dr,los angeles,700007,2020-04-16,876,-118.37833,34.107506,6000.0,2.0,1.0,1922.0,45.0,90046.0,2019-08-05,255
md,4316 spencer st,halethorpe,140111,2020-04-16,1848,-76.682014,39.236572,10200.0,3.0,1.0,1960.0,87.0,21227.0,2019-07-30,261
md,1717 chesterton rd,baltimore,280000,2020-04-22,2530,-76.75895,39.31027,6050.0,3.0,3.0,1962.0,2.0,21244.0,2019-10-04,201
md,311 n marlyn ave,essex,219900,2020-04-27,1170,-76.463936,39.319378,13068.0,3.0,2.0,1952.0,21.0,21221.0,2019-10-03,207
ca,1271 w 83rd st,los angeles,475004,2020-04-27,2027,-118.298294,33.9639,5101.0,3.0,2.0,1936.0,41.0,90044.0,2019-08-09,262
in,133 w sherwood ter,fort wayne,120000,2020-04-28,2304,-85.13817,41.041973,7900.0,4.0,3.0,1945.0,29.0,46807.0,2019-08-21,251
dc,4800 foxhall cres nw,washington,1850000,2020-04-28,5260,-77.09471,38.923817,10890.0,4.0,5.0,1988.0,133.0,20007.0,2019-05-09,355
ga,397 nolan st se,atlanta,367000,2020-04-29,1520,-84.37503,33.71872,7623.0,3.0,3.0,2005.0,2.0,30315.0,2019-09-17,225
md,1023 beach rd,essex,350000,2020-05-01,4550,-76.415985,39.28129,10402.0,4.0,3.0,1950.0,99.0,21221.0,2019-06-13,323
ca,16583 hoffa ln,riverside,675000,2020-05-04,2804,-117.37104,33.889034,40510.8,3.0,4.0,1982.0,71.0,92504.0,2019-07-11,298
ca,2255 e 6th st,long beach,955009,2020-05-04,2000,-118.164406,33.77424,6750.0,4.0,3.0,1918.0,58.0,90814.0,2019-07-23,286
ga,5439 wentworth st,sandy springs,404000,2020-05-04,2122,-84.378845,33.90405,2723.0,4.0,4.0,2001.0,13.0,30342.0,2019-09-06,241
fl,11035 marin st,coral gables,2600000,2020-05-08,6245,-80.26932,25.674017,40510.8,6.0,8.0,1992.0,110.0,33156.0,2019-06-03,340
fl,4468 capital dome dr,jacksonville,269500,2020-05-08,2142,-81.5224,30.26324,2878.0,3.0,4.0,2006.0,2.0,32246.0,2019-10-23,198
md,10 perch ct,middle river,314900,2020-05-08,2540,-76.36742,39.36751,7701.0,3.0,3.0,1995.0,29.0,21220.0,2019-09-26,225
md,30 peregrine ct,pikesville,275000,2020-05-08,2658,-76.743286,39.393364,1621.0,3.0,4.0,1998.0,180.0,21208.0,2019-05-02,372
ca,20337 stanford ave,riverside,526500,2020-05-12,3600,-117.30805,33.954166,18730.8,5.0,3.0,2018.0,43.0,92507.0,2019-08-08,278
md,13 highfields dr,catonsville,450000,2020-05-12,2452,-76.72098,39.250275,6926.0,5.0,4.0,1985.0,29.0,21228.0,2019-09-26,229
dc,2402 wyoming ave nw,washington,2850000,2020-05-12,5130,-77.05302,38.916756,4631.0,4.0,4.0,1922.0,2.0,20008.0,2019-09-17,238
ga,4473 jett rd nw,atlanta,570000,2020-05-13,1920,-84.40507,33.877205,20473.2,3.0,3.0,1945.0,180.0,30327.0,2019-04-09,400
ga,19 daniel st se,atlanta,500000,2020-05-14,1590,-84.37108,33.753784,1999.0,3.0,3.0,2019.0,13.0,30312.0,2019-09-07,250
fl,2330 hendricks ave,jacksonville,555000,2020-05-14,3317,-81.65109,30.301289,16117.2,4.0,4.0,1965.0,135.0,32207.0,2019-05-07,373
fl,2907 e north bay st,tampa,235000,2020-05-15,1630,-82.42737,27.982767,5000.0,3.0,2.0,2019.0,94.0,33610.0,2019-06-17,333
fl,4213 carrollwood village dr,tampa,505500,2020-05-15,3406,-82.51,28.056114,13939.2,5.0,4.0,1990.0,36.0,33618.0,2019-08-14,275
fl,18144 regents square dr,tampa,419000,2020-05-15,3241,-82.33388,28.141022,11325.6,5.0,3.0,1997.0,70.0,33647.0,2019-07-11,309
fl,2813 village pine ter,orlando,365000,2020-05-15,3435,-81.08478,28.507622,13068.0,4.0,4.0,2005.0,106.0,32833.0,2019-06-05,345
ca,2704 w 43rd st,los angeles,895008,2020-05-15,1455,-118.32248,34.005318,4311.0,3.0,2.0,1938.0,2.0,90008.0,2019-10-03,225
fl,4721 timuquana rd,jacksonville,100000,2020-05-15,1044,-81.704544,30.247892,9452.0,2.0,1.0,1950.0,180.0,32210.0,2019-03-31,411
md,122 ironwood ct,rosedale,318000,2020-05-15,2400,-76.48762,39.347332,1899.0,4.0,4.0,2019.0,85.0,21237.0,2019-08-05,284
ca,352 n orlando ave,los angeles,1830018,2020-05-15,1709,-118.372856,34.077583,6253.0,3.0,2.0,1929.0,69.0,90048.0,2019-07-12,308
fl,7042 arlet dr,jacksonville,100,2020-05-15,1000,-81.58511,30.320688,5575.0,2.0,2.0,1944.0,7.0,32211.0,2019-09-12,246
dc,902 rittenhouse st nw,washington,860000,2020-05-18,2201,-77.02634,38.964676,4400.0,4.0,4.0,1913.0,87.0,20011.0,2019-06-24,329
ca,3411 malabar st,los angeles,1350013,2020-05-19,3289,-118.19036,34.04447,14374.8,11.0,4.0,1924.0,38.0,90063.0,2019-08-12,281
co,8585 e amherst cir,denver,635000,2020-05-21,3761,-104.89039,39.664856,4704.0,5.0,4.0,1999.0,5.0,80231.0,2019-09-14,250
md,4 lyndale ave,nottingham,177990,2020-05-21,1152,-76.51457,39.356075,6499.0,3.0,3.0,1916.0,78.0,21236.0,2019-07-03,323
md,12 taos cir,middle river,150000,2020-05-28,1194,-76.443474,39.340202,1306.0,3.0,2.0,1989.0,7.0,21220.0,2019-10-21,220
ca,2129 queensborough ln,los angeles,4860048,2020-05-29,7210,-118.47627,34.107162,17859.6,6.0,7.0,2004.0,72.0,90077.0,2019-07-09,325
ca,1714 comstock ave,los angeles,1990019,2020-05-29,2054,-118.423035,34.059437,7925.0,3.0,2.0,1953.0,27.0,90024.0,2019-08-23,280
ca,4433 lockwood ave,los angeles,1092510,2020-05-29,4518,-118.29042,34.08902,6199.0,2.0,11.0,1911.0,57.0,90029.0,2019-07-24,310
ga,5555 lake forrest dr,sandy springs,0,2020-06-01,3286,-84.38676,33.906693,52707.6,5.0,3.0,1960.0,49.0,30342.0,2019-08-01,305
fl,12006 marblehead dr,tampa,675000,2020-06-01,3628,-82.6227,28.047476,11761.2,5.0,4.0,1995.0,61.0,33626.0,2019-07-20,317
fl,1056 willow branch dr,orlando,380000,2020-06-02,2843,-81.15587,28.536482,5500.0,5.0,5.0,2005.0,2.0,32828.0,2019-09-20,256
ca,2652 moss ave,los angeles,1180011,2020-06-03,1171,-118.23768,34.110386,8231.0,2.0,1.0,1921.0,35.0,90065.0,2019-08-15,293
ca,12855 parkyns st,los angeles,12550125,2020-06-03,10299,-118.49083,34.060345,27007.2,7.0,12.0,1993.0,105.0,90049.0,2019-06-12,357
fl,1254 hollywood ave,jacksonville,506000,2020-06-03,2508,-81.71014,30.307497,8101.0,4.0,3.0,1930.0,5.0,32205.0,2019-09-14,263
ca,2020 alberta ave,venice,2500025,2020-06-04,2735,-118.468765,33.986168,1575.0,3.0,4.0,2017.0,180.0,90291.0,2019-03-23,439
fl,4908 watervista dr,orlando,260000,2020-06-05,2451,-81.44132,28.40952,5825.0,3.0,3.0,1992.0,130.0,32821.0,2019-05-12,390
fl,1730 w 13th st,jacksonville,35000,2020-06-09,1173,-81.68535,30.351091,7431.0,3.0,1.0,1943.0,35.0,32209.0,2019-08-15,299
fl,1332 ionia st,jacksonville,270300,2020-06-11,1714,-81.64723,30.339361,4362.0,3.0,3.0,2019.0,78.0,32206.0,2019-07-03,344
fl,1132 obispo ave,coral gables,675000,2020-06-15,1710,-80.27848,25.754797,7500.0,3.0,2.0,1926.0,179.0,33134.0,2019-03-25,448
fl,2050 autumn view dr,orlando,355000,2020-06-15,2881,-81.222115,28.5133,7094.0,4.0,4.0,2003.0,59.0,32825.0,2019-07-22,329
fl,292 clifton bay loop,saint johns,335000,2020-06-15,1951,-81.492325,30.077984,6019.0,3.0,3.0,2019.0,8.0,32259.0,2019-09-11,278
fl,11706 plumosa rd,tampa,560000,2020-06-15,3362,-82.49552,28.055624,10455.0,6.0,5.0,1972.0,90.0,33618.0,2019-06-21,360
fl,1230 maynard st,jacksonville,59000,2020-06-15,1102,-81.6735,30.37472,11325.6,2.0,1.0,1950.0,37.0,32208.0,2019-08-13,307
fl,8004 stuart ave,jacksonville,102000,2020-06-15,1560,-81.7818,30.316946,16552.8,3.0,2.0,1979.0,157.0,32220.0,2019-04-15,427
fl,6450 manor ln,south miami,100,2020-06-15,1582,-80.297775,25.698355,11325.6,4.0,2.0,1950.0,3.0,33143.0,2019-10-09,250
fl,7409 albany dr,tampa,108000,2020-06-15,1440,-82.56908,28.06712,10000.0,3.0,2.0,1990.0,51.0,33625.0,2019-07-31,320
md,8005 neighbors ave,rosedale,219900,2020-06-15,1808,-76.51715,39.328583,6325.0,3.0,1.0,1963.0,50.0,21237.0,2019-09-06,283
fl,704 s fielding ave,tampa,700000,2020-06-15,2420,-82.46756,27.936924,6138.0,3.0,3.0,1927.0,180.0,33606.0,2019-03-23,450
fl,1522 dakar st,jacksonville,125000,2020-06-15,988,-81.729256,30.292433,10118.0,2.0,1.0,1951.0,2.0,32205.0,2019-09-25,264
fl,635 herman st,jacksonville,159900,2020-06-15,1197,-81.71622,30.319855,7908.0,3.0,2.0,2019.0,6.0,32205.0,2019-09-13,276
dc,6626 31st pl nw,washington,1660000,2020-06-18,4896,-77.05695,38.976803,8425.0,6.0,5.0,1947.0,2.0,20015.0,2019-10-29,233
dc,3115 normanstone ter nw,washington,2550000,2020-06-22,5040,-77.062706,38.924015,20037.6,5.0,6.0,1966.0,133.0,20008.0,2019-05-09,410
md,424 e federal st,baltimore,270000,2020-06-24,1750,-76.60994,39.30811,701.0,3.0,3.0,1920.0,58.0,21202.0,2019-07-23,337
md,3404 sollers point rd,baltimore,155000,2020-06-24,1318,-76.50979,39.250893,5100.0,4.0,1.0,1948.0,163.0,21222.0,2019-04-09,442
ga,160 rosser st sw,atlanta,92500,2020-06-29,954,-84.42401,33.750443,6625.0,3.0,1.0,1943.0,35.0,30314.0,2019-08-15,319
md,625 yarmouth rd,towson,526000,2020-06-30,2906,-76.599915,39.386642,6612.0,4.0,4.0,1951.0,48.0,21286.0,2019-09-13,291
in,7179 wolfsboro ln,fort wayne,45505,2020-06-30,1650,-85.05134,41.144966,9450.0,3.0,2.0,2019.0,51.0,46835.0,2019-07-30,336
md,333 stillwater rd,baltimore,0,2020-06-30,838,-76.480896,39.314255,10000.0,3.0,2.0,1921.0,102.0,21221.0,2019-06-09,387
dc,919 46th st ne,washington,446000,2020-07-01,1548,-76.93629,38.902164,2832.0,3.0,1.0,1947.0,38.0,20019.0,2019-08-12,324
co,8920 fox dr #19,thornton,249900,2020-07-02,1346,-104.99378,39.857937,871.0,2.0,2.0,1998.0,68.0,80260.0,2019-07-13,355
ga,1375 sylvan rd sw,atlanta,172000,2020-07-07,1400,-84.41849,33.717293,9879.0,3.0,2.0,1998.0,142.0,30310.0,2019-04-30,434
fl,1318 windsor harbor dr,jacksonville,485000,2020-07-07,3248,-81.45068,30.350426,13503.6,5.0,4.0,1997.0,180.0,32225.0,2019-03-23,472
co,13352 pearl cir,thornton,494500,2020-07-08,3562,-104.97854,39.939396,6098.0,4.0,3.0,1999.0,104.0,80241.0,2019-06-07,397
ga,1053 liberty pkwy nw,atlanta,260000,2020-07-09,1326,-84.44427,33.817524,610.0,3.0,4.0,2005.0,50.0,30318.0,2019-07-31,344
dc,3332 o st nw,washington,3350000,2020-07-09,3920,-77.06734,38.90754,3868.0,4.0,5.0,1816.0,15.0,20007.0,2019-09-04,309
ga,2025 venetian dr sw,atlanta,156185,2020-07-10,2015,-84.45473,33.71525,13939.2,4.0,3.0,1950.0,31.0,30311.0,2019-08-20,325
ca,11911 lawler st,los angeles,2000020,2020-07-10,3039,-118.43357,34.01428,7147.0,3.0,3.0,1948.0,8.0,90066.0,2019-09-11,303
co,8900 e vassar ave,denver,1872500,2020-07-10,6357,-104.88407,39.670155,10454.0,6.0,8.0,2005.0,157.0,80231.0,2019-04-15,452
ca,3933 arlington ave,los angeles,9,2020-07-14,2628,-118.31854,34.01334,6504.0,3.0,3.0,1925.0,13.0,90008.0,2019-09-06,312
ca,292 granada ave,long beach,1165011,2020-07-14,1930,-118.133644,33.767498,6247.0,3.0,3.0,1939.0,180.0,90803.0,2019-03-23,479
fl,11218 yacht ln,jacksonville,380000,2020-07-15,2591,-81.52341,30.384253,10362.0,4.0,3.0,2019.0,164.0,32225.0,2019-04-08,464
fl,4806 red egret dr,jacksonville,314000,2020-07-15,2209,-81.589165,30.202534,4546.0,3.0,3.0,2018.0,7.0,32257.0,2019-09-12,307
fl,1239 woodward ave,jacksonville,356800,2020-07-15,2639,-81.65489,30.282812,20037.6,3.0,3.0,1948.0,3.0,32207.0,2019-10-04,285
fl,1267 gorham st,jacksonville,355000,2020-07-15,2436,-81.5988,30.55188,48351.600000000006,4.0,3.0,2019.0,180.0,32226.0,2019-03-23,480
fl,11877 tumbling oaks ln,jacksonville,223000,2020-07-15,1836,-81.61406,30.15596,21780.0,3.0,2.5,1985.0,2.0,32223.0,2019-10-28,261
fl,14073 alafaya oak bnd,orlando,470000,2020-07-15,3833,-81.17159,28.50932,6323.0,4.0,4.0,2018.0,169.0,32828.0,2019-04-03,469
fl,381 stone creek cir,saint johns,417000,2020-07-15,2534,-81.558655,30.047556,9583.0,3.0,3.0,2019.0,2.0,32259.0,2019-10-03,286
fl,11651 lake ride dr,jacksonville,100,2020-07-15,1740,-81.61259,30.161,6705.0,3.0,2.0,1977.0,70.0,32223.0,2019-07-11,370
dc,4329 3rd st nw,washington,875000,2020-07-15,1995,-77.015175,38.944065,1670.0,4.0,4.0,1923.0,9.0,20011.0,2019-09-10,309
ca,4249 newdale dr,los angeles,1605016,2020-07-15,2997,-118.282455,34.106243,8193.0,4.0,2.0,1928.0,42.0,90027.0,2019-08-08,342
fl,13050 miranda st,coral gables,2650000,2020-07-15,5452,-80.27512,25.649357,12196.8,6.0,5.0,2002.0,33.0,33156.0,2019-08-17,333
ca,12727 highwood st,los angeles,13504135,2020-07-16,16152,-118.48726,34.059483,28314.0,8.0,12.0,2009.0,14.0,90049.0,2019-09-05,315
md,6301 eunice ave,baltimore,194000,2020-07-20,2232,-76.5519,39.358326,7096.0,3.0,3.0,1918.0,105.0,21214.0,2019-06-06,410
ga,1376 hartford ave sw,atlanta,250000,2020-07-21,1358,-84.41682,33.717308,6499.0,2.0,1.0,1930.0,101.0,30310.0,2019-06-10,407
co,21080 e eldorado dr,aurora,483000,2020-07-21,4246,-104.741425,39.657684,10803.0,3.0,3.0,2005.0,97.0,80013.0,2019-06-15,402
co,605 elkhart st,aurora,367000,2020-07-24,2401,-104.81464,39.726013,10019.0,4.0,2.0,1965.0,7.0,80011.0,2019-09-12,316
ga,34 park ln ne,atlanta,1718000,2020-07-24,5500,-84.37472,33.793213,10454.0,6.0,7.0,2004.0,180.0,30309.0,2019-04-08,473
dc,3601 van ness st nw,washington,1950000,2020-07-27,4165,-77.069664,38.943382,6996.0,5.0,5.0,1929.0,2.0,20008.0,2019-09-18,313
ca,8516 walnut dr,los angeles,1465014,2020-07-27,2300,-118.37691,34.104603,2999.0,4.0,3.0,1964.0,54.0,90046.0,2019-07-27,366
md,1633 n hilton st,baltimore,65000,2020-07-30,1920,-76.67186,39.30671,2613.0,4.0,2.0,1920.0,27.0,21216.0,2019-08-23,342
ga,5250 chemin de vie,sandy springs,240000,2020-07-30,2138,-84.38407,33.893864,2139.0,3.0,3.0,1975.0,21.0,30342.0,2019-08-29,336
dc,1258 16th st ne,washington,615000,2020-07-30,1500,-76.9802,38.907085,1460.0,2.0,2.0,1951.0,18.0,20002.0,2019-10-06,298
md,122 stanmore rd,baltimore,0,2020-07-31,2040,-76.620026,39.381954,4928.0,3.0,2.0,1955.0,59.0,21212.0,2019-07-22,375
