State,Address,City,sale_price,sale_date,Sqr Ft,Longitude,Latitude,Lot Size,Beds,Bath,Year Built,Days On Trulia,Zipcode,listing_date,Days on Market
fl,4516 tamworth ct,orlando,270500,2019-11-21,1300,-81.3842,28.496347,11761.2,3.0,2.0,1966.0,7.0,32839.0,2019-09-12,70
ga,287 fortune st ne,atlanta,970000,2019-11-21,2600,-84.36647,33.762085,2618.0,3.0,3.0,2016.0,29.0,30312.0,2019-08-21,92
ca,4711 mascot st,los angeles,615006,2019-11-21,1110,-118.34267,34.040985,3348.0,2.0,1.0,1913.0,48.0,90019.0,2019-08-02,111
md,413 w 24th st,baltimore,198000,2019-11-21,780,-76.62242,39.315937,910.0,2.0,3.0,1900.0,18.0,21211.0,2019-09-01,81
ga,418 sargent dr se,atlanta,152000,2019-11-21,1010,-84.37563,33.69078,10080.0,3.0,1.0,1951.0,38.0,30315.0,2019-08-12,101
dc,209 ascot pl ne,washington,620000,2019-11-21,1710,-77.00306,38.920612,1115.0,2.0,2.0,1922.0,3.0,20002.0,2019-09-28,54
fl,9422 becker ct,orlando,570000,2019-11-22,2760,-81.25235,28.37818,8850.0,3.0,3.0,2016.0,91.0,32827.0,2019-06-20,155
ga,325 enota pl sw,atlanta,160000,2019-11-22,1600,-84.434265,33.7463,7248.0,4.0,2.0,1940.0,24.0,30310.0,2019-08-26,88
in,4321 holton ave,fort wayne,35000,2019-11-22,991,-85.11767,41.04546,5280.0,2.0,1.0,1930.0,7.0,46806.0,2019-10-10,43
fl,8714 beckingham pl,orlando,575000,2019-11-22,3132,-81.505165,28.421894,14810.4,4.0,4.0,1991.0,132.0,32836.0,2019-05-10,196
fl,11221 windsor place cir,tampa,215000,2019-11-22,1272,-82.62298,28.063816,1197.0,2.0,3.0,2002.0,27.0,33626.0,2019-08-23,91
ca,5871 estrella ave,los angeles,485004,2019-11-22,1664,-118.28518,33.9877,5404.0,4.0,2.0,1905.0,180.0,90044.0,2019-03-23,244
md,6 pickford ct,towson,440000,2019-11-22,4026,-76.558174,39.421066,25700.4,4.0,4.0,1967.0,28.0,21286.0,2019-08-22,92
co,11400 quivas way,westminster,490000,2019-11-22,4058,-105.00699,39.904224,13068.0,5.0,3.0,1980.0,3.0,80234.0,2019-10-01,52
in,3306 cedar ridge run,fort wayne,140000,2019-11-22,1652,-85.17704,41.105747,7620.0,3.0,3.0,1999.0,4.0,46808.0,2019-10-15,38
ca,221 s avenue 55,los angeles,760007,2019-11-22,1256,-118.19417,34.105556,6553.0,4.0,2.0,1921.0,180.0,90042.0,2019-03-23,244
co,5715 n hanover st,denver,458750,2019-11-22,1698,-104.86691,39.80034,2540.0,3.0,3.0,2019.0,136.0,80238.0,2019-05-17,189
in,5027 thompson rd,fort wayne,169900,2019-11-22,1488,-85.07226,40.990704,32670.0,3.0,2.0,1979.0,2.0,46816.0,2019-10-01,52
fl,1730 julian lane dr,tampa,189900,2019-11-22,1348,-82.37369,27.931177,7000.0,4.0,2.0,1979.0,3.0,33619.0,2019-10-02,51
md,5104 belle ave,gwynn oak,87800,2019-11-22,2270,-76.69971,39.337486,5497.0,4.0,2.0,1940.0,27.0,21207.0,2019-10-03,50
fl,4604 sandy creek ln,tampa,247900,2019-11-22,1380,-82.52444,28.09798,7560.0,3.0,2.0,1981.0,2.0,33624.0,2019-10-19,34
fl,1818 island walk dr,orlando,210000,2019-11-22,1756,-81.35346,28.366802,1920.0,3.0,3.0,2003.0,3.0,32824.0,2019-10-02,51
in,2433 otsego dr,fort wayne,114000,2019-11-22,1008,-85.10676,41.14703,16117.2,3.0,1.0,1960.0,2.0,46825.0,2019-09-23,60
co,12004 e maple ave,aurora,300000,2019-11-22,2686,-104.848114,39.7118,2657.0,3.0,3.0,1978.0,69.0,80012.0,2019-07-12,133
fl,4214 winding willow dr,tampa,510000,2019-11-22,2866,-82.51569,28.057861,16988.4,4.0,4.0,1981.0,108.0,33618.0,2019-06-04,171
fl,1103 s rome ave,tampa,605000,2019-11-22,1126,-82.476875,27.930244,6930.0,2.0,1.0,1953.0,84.0,33606.0,2019-06-28,147
ca,7006 e el paseo st,long beach,735007,2019-11-22,2092,-118.09632,33.79459,6445.0,3.0,3.0,1953.0,27.0,90815.0,2019-08-23,91
fl,2688 ostia cir,jacksonville,439000,2019-11-22,2245,-81.47744,30.300705,7801.0,4.0,3.0,2018.0,68.0,32246.0,2019-07-13,132
ca,2952 valle vista dr,los angeles,689006,2019-11-22,904,-118.22749,34.122524,4199.0,2.0,1.0,1935.0,27.0,90065.0,2019-08-23,91
dc,621 oneida pl nw,washington,475000,2019-11-22,2064,-77.02218,38.962196,2380.0,3.0,2.0,1929.0,8.0,20011.0,2019-09-11,72
co,14883 e 45th ave,denver,335000,2019-11-25,1409,-104.81864,39.775917,6690.0,3.0,2.0,1982.0,2.0,80239.0,2019-10-23,33
fl,1619 creek point blvd,jacksonville,335000,2019-11-25,2204,-81.599144,30.456196,8598.0,4.0,2.0,2007.0,157.0,32218.0,2019-04-15,224
co,171 s harrison st,denver,679000,2019-11-25,1980,-104.94169,39.71338,6250.0,3.0,4.0,2015.0,103.0,80209.0,2019-06-08,170
in,3936 willshire estates dr,fort wayne,152500,2019-11-25,2065,-85.062836,41.114925,10890.0,4.0,3.0,1986.0,2.0,46815.0,2019-09-18,68
fl,4435 college dr,orlando,210000,2019-11-25,1732,-81.43574,28.53557,6895.0,4.0,2.0,2005.0,4.0,32811.0,2019-10-14,42
ga,2123 belhaven ln se,atlanta,206000,2019-11-25,1334,-84.36397,33.696335,8664.0,3.0,2.0,1951.0,11.0,30315.0,2019-09-08,78
ca,1466 e 51st st,los angeles,499004,2019-11-25,1704,-118.24846,33.996506,5385.0,3.0,3.0,1944.0,31.0,90011.0,2019-08-19,98
ca,3721 el sereno ave,los angeles,640006,2019-11-25,840,-118.17823,34.089306,5343.0,2.0,1.0,1908.0,2.0,90032.0,2019-10-07,49
fl,8718 n dexter ave,tampa,275000,2019-11-25,1652,-82.46528,28.03035,5749.0,3.0,2.0,2019.0,139.0,33604.0,2019-05-03,206
ca,20663 azalea terrace rd,riverside,510000,2019-11-25,2726,-117.30074,33.899967,7840.0,3.0,3.0,2004.0,2.0,92508.0,2019-09-26,60
fl,430 lee dr,miami springs,390000,2019-11-25,2455,-80.27007,25.812885,10125.0,3.0,3.0,1955.0,128.0,33166.0,2019-05-14,195
fl,12308 seabrook dr,tampa,450000,2019-11-26,2869,-82.62882,28.04146,13939.2,5.0,4.0,1994.0,180.0,33626.0,2019-03-23,248
ga,1387 byrere ter sw,atlanta,235900,2019-11-26,1662,-84.43182,33.71718,7349.0,3.0,2.0,1945.0,75.0,30310.0,2019-07-06,143
in,1222 jackson st,fort wayne,210000,2019-11-26,1708,-85.15018,41.072872,2590.0,3.0,3.0,1880.0,2.0,46802.0,2019-09-27,60
fl,7182 regina way,orlando,315000,2019-11-26,2489,-81.476685,28.459076,3575.0,3.0,3.0,2006.0,2.0,32819.0,2019-10-16,41
fl,10230 emma lakes dr,jacksonville,270000,2019-11-26,1980,-81.59367,30.192303,8019.0,3.0,2.0,2004.0,2.0,32257.0,2019-09-22,65
fl,7005 greenholly dr,jacksonville,106200,2019-11-26,1247,-81.5818,30.356752,9258.0,3.0,2.0,1962.0,2.0,32277.0,2019-09-22,65
in,1718 benham dr,fort wayne,165000,2019-11-26,2527,-85.0549,41.096165,11325.6,4.0,3.0,1975.0,2.0,46815.0,2019-10-23,34
ca,1048 s orange dr,los angeles,1850018,2019-11-26,5600,-118.343636,34.055546,10890.0,8.0,4.0,1926.0,85.0,90019.0,2019-06-26,153
ca,9381 mission blvd,riverside,0,2019-11-26,583,-117.48914,34.012207,11325.6,2.0,1.0,1947.0,46.0,92509.0,2019-09-09,78
in,4725 bridgetown ct,fort wayne,206000,2019-11-26,3064,-85.25931,41.040356,8970.0,4.0,3.0,1977.0,27.0,46804.0,2019-08-23,95
fl,1542 e 27th st,jacksonville,16500,2019-11-26,889,-81.63387,30.361153,3006.0,2.0,1.0,1924.0,41.0,32206.0,2019-08-09,109
fl,203 e 43rd st,jacksonville,24000,2019-11-26,1284,-81.64815,30.37212,10314.0,3.0,1.0,1939.0,3.0,32208.0,2019-09-26,61
dc,5203 5th st nw,washington,720000,2019-11-26,1745,-77.01941,38.95334,1600.0,3.0,4.0,1925.0,2.0,20011.0,2019-10-17,40
fl,3212 sagamore st,orlando,215000,2019-11-26,1571,-81.34303,28.443974,8634.0,3.0,2.0,1961.0,87.0,32827.0,2019-06-24,155
ca,3866 olmsted ave,los angeles,1250012,2019-11-26,1835,-118.32781,34.015495,5524.0,3.0,3.0,1940.0,2.0,90008.0,2019-10-07,50
ca,3929 montclair st,los angeles,1000010,2019-11-27,1788,-118.32912,34.030087,5540.0,4.0,2.0,1912.0,105.0,90018.0,2019-06-06,174
ca,5252 meridian st,los angeles,9,2019-11-27,2872,-118.20076,34.120953,5280.0,2.0,1.0,1991.0,80.0,90042.0,2019-07-01,149
ca,6172 lewis ave,long beach,460004,2019-11-27,886,-118.17985,33.866814,3957.0,2.0,1.0,1938.0,22.0,90805.0,2019-08-28,91
ga,1143 mayland cir sw,atlanta,0,2019-11-27,1380,-84.40642,33.723743,13503.6,3.0,2.0,1993.0,32.0,30310.0,2019-08-18,101
co,5940 s fairplay st,centennial,625000,2019-11-27,5101,-104.81438,39.6085,7536.0,6.0,5.0,1997.0,99.0,80016.0,2019-06-13,167
fl,2417 w jetton ave,tampa,423800,2019-11-27,1848,-82.48482,27.933071,2243.0,3.0,3.0,1983.0,176.0,33629.0,2019-03-27,245
fl,18173 portside st,tampa,180000,2019-11-27,1280,-82.31108,28.15252,4680.0,3.0,2.0,2003.0,180.0,33647.0,2019-03-23,249
co,2212 fulton st,aurora,252000,2019-11-27,1842,-104.87021,39.74962,6970.0,3.0,2.0,1944.0,72.0,80010.0,2019-07-10,140
co,1205 w 39th ave,denver,343000,2019-11-27,816,-105.00197,39.770702,2502.0,2.0,1.0,1961.0,15.0,80211.0,2019-09-04,84
fl,2139 plantation oak dr,orlando,417500,2019-11-27,3730,-81.34846,28.378305,9000.0,4.0,4.0,2015.0,23.0,32824.0,2019-08-27,92
co,6204 s ider way,aurora,500000,2019-11-27,3783,-104.69613,39.604008,7405.0,5.0,4.0,2014.0,57.0,80016.0,2019-07-24,126
ca,8699 54th st,riverside,725000,2019-11-27,3343,-117.47302,33.990658,73616.4,5.0,4.0,1998.0,161.0,92509.0,2019-04-12,229
dc,708 otis pl nw,washington,750000,2019-11-27,2296,-77.02254,38.934437,2009.0,4.0,4.0,1919.0,19.0,20010.0,2019-08-31,88
co,3665 s jay st,denver,427500,2019-11-27,2794,-105.064606,39.65016,7290.0,4.0,3.0,1977.0,49.0,80235.0,2019-08-01,118
ga,1942 main st nw,atlanta,319000,2019-11-27,1284,-84.469406,33.808517,29620.800000000003,3.0,2.0,1940.0,2.0,30318.0,2019-10-01,57
co,8961 gaylord st,thornton,299000,2019-11-27,1002,-104.960396,39.85919,7841.0,3.0,1.0,1955.0,144.0,80229.0,2019-05-02,209
fl,1209 pembrooke rd,saint johns,394000,2019-11-27,2736,-81.62826,30.094662,16552.8,4.0,4.0,1997.0,2.0,32259.0,2019-10-02,56
ga,809 dill ave sw,atlanta,0,2019-11-27,1800,-84.41446,33.718433,9321.0,3.0,3.0,2019.0,33.0,30310.0,2019-08-17,102
in,9212 wembley ct,fort wayne,165500,2019-11-27,1724,-85.150795,41.16612,9120.0,3.0,2.0,1999.0,63.0,46825.0,2019-07-18,132
fl,2514 sir galahad dr,jacksonville,172000,2019-11-29,1487,-81.746284,30.356705,5466.0,3.0,2.0,2013.0,48.0,32254.0,2019-09-08,82
ga,84 belmonte cir sw,atlanta,100000,2019-11-29,1440,-84.44414,33.726254,1442.0,2.0,2.0,1986.0,37.0,30311.0,2019-08-13,108
fl,12397 dewhurst cir,jacksonville,255000,2019-11-30,2471,-81.75694,30.455343,22651.2,4.0,3.0,2013.0,30.0,32218.0,2019-08-20,102
az,65293 e rocky mesa dr,saddlebrooke,525000,2019-12-01,3548,-110.86824,32.55027,7958.0,4.0,4.0,1998.0,27.0,85739.0,2019-08-23,100
fl,11219 roseate dr,tampa,340000,2019-12-02,2315,-82.61243,28.084023,3742.0,3.0,3.0,2011.0,42.0,33626.0,2019-08-08,116
md,411 walcott rd,baltimore,96000,2019-12-02,1400,-76.522934,39.352707,5200.0,3.0,1.0,1928.0,2.0,21206.0,2019-10-01,62
fl,3043 birmingham blvd,orlando,265000,2019-12-02,2241,-81.26351,28.507261,6168.0,4.0,3.0,1995.0,2.0,32829.0,2019-09-17,76
fl,376 e 47th st,jacksonville,70000,2019-12-02,859,-81.64433,30.374624,4903.0,2.0,1.0,1955.0,14.0,32208.0,2019-09-05,88
ga,453 kendrick ave se,atlanta,10,2019-12-02,1008,-84.372505,33.729073,6499.0,2.0,2.0,1940.0,10.0,30315.0,2019-09-09,84
co,14268 e hampden ave,aurora,455000,2019-12-02,2956,-104.82182,39.652603,2570.0,3.0,3.0,1997.0,13.0,80014.0,2019-09-06,87
ga,332 stonemont dr,atlanta,868100,2019-12-02,2576,-84.384384,33.843567,958.0,3.0,4.0,2015.0,7.0,30305.0,2019-09-12,81
fl,4051 rocky shores dr,tampa,499900,2019-12-02,1983,-82.5493,28.0072,1598.0,3.0,3.0,2019.0,18.0,33634.0,2019-09-16,77
ca,8988 kennedy st,riverside,472000,2019-12-02,1223,-117.479515,33.968468,47044.8,3.0,2.0,1945.0,9.0,92509.0,2019-10-16,47
fl,1241 honey blossom dr,orlando,225000,2019-12-02,1492,-81.35841,28.384653,2339.0,3.0,3.0,2014.0,110.0,32824.0,2019-06-01,184
fl,6605 n elizabeth st,tampa,230000,2019-12-02,1794,-82.4541,28.007414,6600.0,4.0,2.0,1923.0,2.0,33604.0,2019-09-26,67
dc,2235 quincy st ne,washington,899900,2019-12-02,3200,-76.97237,38.937065,3484.0,5.0,5.0,1931.0,3.0,20018.0,2019-10-16,47
co,18820 e belleview pl,centennial,458400,2019-12-02,2851,-104.768936,39.62287,6490.0,5.0,4.0,1996.0,2.0,80015.0,2019-10-11,52
co,12940 e 13th pl,aurora,395000,2019-12-02,1950,-104.83832,39.7367,7667.0,6.0,2.0,1960.0,4.0,80011.0,2019-10-09,54
dc,3354 ely pl se,washington,220000,2019-12-02,2160,-76.95774,38.883846,3748.0,3.0,1.0,1926.0,2.0,20019.0,2019-09-17,76
fl,9753 woodstone mill dr,jacksonville,215000,2019-12-02,1624,-81.82339,30.190609,7489.0,3.0,2.0,2013.0,2.0,32244.0,2019-10-02,61
co,4572 s gar way,denver,385000,2019-12-02,1710,-105.10129,39.633533,7770.0,3.0,2.0,1977.0,6.0,80123.0,2019-09-13,80
co,3770 s ames st,denver,517000,2019-12-02,2427,-105.05356,39.648422,9610.0,3.0,3.0,1968.0,4.0,80235.0,2019-10-09,54
fl,8977 needlepoint pl,jacksonville,197000,2019-12-03,1781,-81.8051,30.202925,32670.0,3.0,2.0,1995.0,3.0,32244.0,2019-10-09,55
ca,18165 mariposa ave,riverside,563000,2019-12-03,2278,-117.34638,33.872272,39639.6,5.0,2.0,1979.0,2.0,92508.0,2019-10-08,56
ga,9113 carroll manor dr,sandy springs,255000,2019-12-03,1550,-84.34129,34.000393,6578.0,2.0,3.0,1984.0,54.0,30350.0,2019-07-27,129
co,24631 e whitaker cir,aurora,479900,2019-12-03,3113,-104.7017,39.624573,6970.0,3.0,4.0,2005.0,49.0,80016.0,2019-08-01,124
fl,45 w 4th st,jacksonville,264000,2019-12-03,2016,-81.65579,30.340769,3505.0,3.0,3.0,1904.0,21.0,32206.0,2019-08-29,96
co,130 s hudson st,denver,1500000,2019-12-03,2768,-104.923096,39.71405,9370.0,5.0,3.0,1954.0,57.0,80246.0,2019-07-24,132
co,3305 s clermont st,denver,545000,2019-12-03,2438,-104.93545,39.656292,9370.0,4.0,2.0,1952.0,2.0,80222.0,2019-09-25,69
fl,4570 lemans dr,orlando,100100,2019-12-03,1470,-81.45509,28.598137,19602.0,4.0,2.0,1973.0,3.0,32808.0,2019-10-15,49
in,1920 olladale dr,fort wayne,65000,2019-12-04,864,-85.182915,41.092712,16552.8,2.0,1.0,1950.0,146.0,46808.0,2019-04-27,221
fl,1231 raleigh ridge dr,jacksonville,187500,2019-12-04,1874,-81.49106,30.34767,14810.4,3.0,2.0,1989.0,2.0,32225.0,2019-09-17,78
fl,2819 w morrison ave,tampa,789000,2019-12-04,2383,-82.49243,27.934074,11325.6,4.0,3.0,1953.0,5.0,33629.0,2019-09-14,81
md,3512 roland ave,baltimore,213000,2019-12-04,980,-76.63285,39.32988,1123.0,3.0,1.0,1900.0,18.0,21211.0,2019-09-02,93
ga,2029 wells dr sw,atlanta,0,2019-12-04,1100,-84.467735,33.700256,9147.0,3.0,2.0,1955.0,125.0,30311.0,2019-05-17,201
ca,2301 stearnlee ave,long beach,700007,2019-12-04,1367,-118.12827,33.798466,6084.0,3.0,2.0,1950.0,2.0,90815.0,2019-10-17,48
fl,221 w elm st,tampa,484400,2019-12-05,2180,-82.463455,28.010246,4500.0,3.0,3.0,2019.0,24.0,33604.0,2019-08-27,100
ca,3209 lees ave,long beach,997009,2019-12-05,1691,-118.09835,33.814877,5360.0,3.0,2.0,1953.0,7.0,90808.0,2019-09-12,84
md,721 e 34th st,baltimore,170000,2019-12-05,1336,-76.605316,39.329636,1899.0,3.0,1.0,1915.0,51.0,21218.0,2019-07-30,128
fl,3506 ibis dr,orlando,315000,2019-12-05,1430,-81.34088,28.561882,7500.0,3.0,2.0,1955.0,7.0,32803.0,2019-09-12,84
fl,932 jadestone cir,orlando,287000,2019-12-05,2421,-81.18861,28.553999,5970.0,4.0,3.0,2000.0,3.0,32828.0,2019-10-02,64
fl,5130 mayfair park ct,tampa,100,2019-12-05,1887,-82.39356,28.110083,8155.0,4.0,3.0,2000.0,3.0,33647.0,2019-09-16,80
ca,932 kilmarnock way,riverside,475000,2019-12-05,2125,-117.31523,33.91461,7405.0,4.0,3.0,1999.0,2.0,92508.0,2019-09-26,70
ca,7164 bradford st,riverside,0,2019-12-05,1325,-117.466736,33.96004,6098.0,3.0,3.0,1988.0,16.0,92503.0,2019-09-03,93
fl,2271 eagles nest rd,jacksonville,317000,2019-12-05,2206,-81.46836,30.31019,15681.6,4.0,2.0,1989.0,2.0,32246.0,2019-10-21,45
co,4413 s nepal st,aurora,365000,2019-12-05,1574,-104.74247,39.625507,2069.0,3.0,3.0,2017.0,79.0,80015.0,2019-07-02,156
dc,1717 juniper st nw,washington,1025000,2019-12-05,3039,-77.038925,38.98306,5011.0,5.0,4.0,1942.0,22.0,20012.0,2019-08-28,99
co,3675 s hibiscus way,denver,515000,2019-12-05,2566,-104.92509,39.64886,10000.0,5.0,3.0,1956.0,48.0,80237.0,2019-08-02,125
fl,7541 bounty ave,north bay village,460000,2019-12-05,2322,-80.152855,25.84637,6840.0,3.0,2.0,1951.0,128.0,33141.0,2019-05-16,203
ca,2443 century hl,los angeles,1320013,2019-12-05,2372,-118.409966,34.05493,787564.7999999999,2.0,4.0,1980.0,68.0,90067.0,2019-07-13,145
fl,7061 holiday hill ct,jacksonville,178000,2019-12-05,1417,-81.58354,30.306042,7661.0,3.0,2.0,1977.0,62.0,32216.0,2019-07-19,139
ca,1802 avalon st,los angeles,736007,2019-12-06,510,-118.25364,34.086765,2574.0,2.0,1.0,1922.0,31.0,90026.0,2019-08-19,109
fl,6622 ivory crest way,jacksonville,165000,2019-12-06,1898,-81.78843,30.231327,10347.0,4.0,2.0,1997.0,3.0,32244.0,2019-10-14,53
fl,12314 cormorant dr,jacksonville,220000,2019-12-06,1603,-81.624146,30.14382,10338.0,3.0,2.0,1979.0,8.0,32223.0,2019-10-04,63
in,713 carrara ct,fort wayne,257900,2019-12-06,1938,-85.26717,41.084038,11325.6,4.0,3.0,2019.0,180.0,46818.0,2019-03-23,258
fl,1018 ballyshannon pkwy,orlando,286500,2019-12-06,1800,-81.20322,28.52971,5828.0,4.0,3.0,1995.0,16.0,32828.0,2019-09-03,94
fl,4914 traskwood ct,tampa,200000,2019-12-06,1211,-82.53189,28.10411,8235.0,3.0,2.0,1981.0,2.0,33624.0,2019-10-01,66
ca,420 orange ave,long beach,3800038,2019-12-06,8672,-118.17579,33.7725,17859.6,5.0,4.0,1927.0,177.0,90802.0,2019-03-26,255
ga,1019 westmont rd sw,atlanta,317500,2019-12-06,935,-84.43782,33.727745,12632.4,4.0,3.0,1940.0,42.0,30311.0,2019-08-08,120
co,7760 e ellsworth ave,denver,615000,2019-12-06,3194,-104.89833,39.71607,3200.0,3.0,3.0,1998.0,63.0,80230.0,2019-07-18,141
fl,188 w 61st st,jacksonville,135000,2019-12-06,1403,-81.65524,30.383238,6258.0,4.0,2.0,1940.0,22.0,32208.0,2019-08-28,100
ca,1952 hillcrest dr,los angeles,1200012,2019-12-06,2168,-118.33903,34.03829,6599.0,3.0,2.0,1913.0,2.0,90016.0,2019-10-06,61
co,18946 e 22nd pl,aurora,300000,2019-12-06,1688,-104.76796,39.75028,4356.0,2.0,2.0,1996.0,2.0,80011.0,2019-10-18,49
fl,1919 e emma st,tampa,175000,2019-12-06,1197,-82.43696,27.985624,6634.0,3.0,3.0,1957.0,37.0,33610.0,2019-08-13,115
md,2028 willowcrest cir,baltimore,590000,2019-12-06,4906,-76.66502,39.375347,8030.0,4.0,3.0,2006.0,31.0,21209.0,2019-08-19,109
ca,8025 emerson ave,los angeles,1285012,2019-12-09,1457,-118.40555,33.967632,5335.0,4.0,2.0,1948.0,2.0,90045.0,2019-10-03,67
fl,12366 cherry bluff dr,jacksonville,238000,2019-12-09,2188,-81.6002,30.4411,5501.0,4.0,3.0,2019.0,180.0,32218.0,2019-03-23,261
fl,980 dewberry dr s,saint johns,335000,2019-12-09,2366,-81.62304,30.10509,19602.0,4.0,3.0,1995.0,2.0,32259.0,2019-10-05,65
ca,260 lorraine blvd,los angeles,3900039,2019-12-09,4067,-118.31944,34.069557,13068.0,5.0,4.0,1921.0,3.0,90004.0,2019-10-11,59
fl,8435 lovett ave,orlando,290000,2019-12-09,1720,-81.236664,28.443773,2420.0,3.0,3.0,2016.0,2.0,32832.0,2019-10-21,49
fl,13720 heaney ave,orlando,520000,2019-12-09,2945,-81.25974,28.369368,7525.0,4.0,4.0,2015.0,113.0,32827.0,2019-06-14,178
ga,302 glenn st sw,atlanta,189000,2019-12-09,1378,-84.39759,33.737774,3746.0,3.0,3.0,2000.0,6.0,30312.0,2019-10-11,59
fl,3173 double oaks dr,jacksonville,335000,2019-12-09,3350,-81.57517,30.455126,57499.2,4.0,4.0,2005.0,2.0,32226.0,2019-10-10,60
fl,8245 mount riga rd,orlando,129000,2019-12-10,978,-81.27515,28.489197,6000.0,3.0,2.0,1972.0,8.0,32822.0,2019-10-10,61
co,6237 s muscadine ct,aurora,595000,2019-12-10,4350,-104.6874,39.603397,7883.0,6.0,5.0,2011.0,8.0,80016.0,2019-09-11,90
fl,4051 ferrarra st,jacksonville,100,2019-12-10,1308,-81.61161,30.237206,9320.0,3.0,1.0,1955.0,2.0,32217.0,2019-10-05,66
fl,10489 moss rose way,orlando,310000,2019-12-10,2319,-81.23521,28.415823,6351.0,3.0,4.0,2003.0,5.0,32832.0,2019-09-30,71
dc,1627 minnesota ave se,washington,575000,2019-12-10,2100,-76.98125,38.867935,3195.0,3.0,2.0,1924.0,57.0,20020.0,2019-07-24,139
fl,1819 cadillac cir,tampa,127000,2019-12-10,1088,-82.36758,27.931452,7000.0,3.0,1.0,1959.0,4.0,33619.0,2019-09-15,86
ca,16187 cousins cir,riverside,463000,2019-12-10,2511,-117.49445,33.884537,7840.0,5.0,3.0,2001.0,2.0,92503.0,2019-10-24,47
in,5323 glenrose dr,fort wayne,214900,2019-12-10,2416,-85.07297,41.11231,30927.6,4.0,3.0,1976.0,2.0,46815.0,2019-10-10,61
ca,7321 linares ave,riverside,450000,2019-12-11,2111,-117.44344,33.976368,9583.0,3.0,2.0,1962.0,2.0,92509.0,2019-10-23,49
ca,5227 ruthelen st,los angeles,655006,2019-12-11,1227,-118.31271,33.99428,6080.0,3.0,2.0,1921.0,97.0,90062.0,2019-06-14,180
co,662 s holly st,denver,475000,2019-12-11,2288,-104.92129,39.70462,8430.0,4.0,3.0,1959.0,15.0,80246.0,2019-09-04,98
fl,1145 bacall rd,jacksonville,142000,2019-12-11,1356,-81.66455,30.433424,8050.0,3.0,1.5,1969.0,2.0,32218.0,2019-09-24,78
fl,3805 w empedrado st,tampa,605000,2019-12-11,2032,-82.50684,27.92069,10000.0,3.0,3.0,1941.0,2.0,33629.0,2019-10-10,62
ga,2436 claude st nw,atlanta,419900,2019-12-11,1946,-84.46749,33.81179,9583.0,3.0,3.0,2005.0,79.0,30318.0,2019-07-02,162
fl,4223 w santiago st,tampa,400000,2019-12-11,1481,-82.516075,27.919348,5000.0,3.0,2.0,1950.0,48.0,33629.0,2019-08-02,131
fl,8533 saratoga inlet dr,orlando,210000,2019-12-11,1452,-81.26824,28.470718,1914.0,3.0,3.0,2005.0,2.0,32829.0,2019-10-28,44
ca,7726 kentwood ave,los angeles,2000020,2019-12-11,3362,-118.40096,33.972324,7506.0,4.0,4.0,1950.0,4.0,90045.0,2019-10-10,62
co,7114 e 4th ave,denver,555000,2019-12-12,1180,-104.90537,39.722195,9316.0,3.0,2.0,1948.0,8.0,80220.0,2019-10-07,66
ga,1392 miller reed ave se,atlanta,405000,2019-12-12,1602,-84.37611,33.71639,7501.0,3.0,2.0,1928.0,84.0,30315.0,2019-06-27,168
fl,9902 shadow creek dr,orlando,300000,2019-12-12,3437,-81.251625,28.435007,5580.0,5.0,2.0,2004.0,15.0,32832.0,2019-09-04,99
co,2248 s espana st,aurora,380000,2019-12-12,2424,-104.75986,39.676434,6447.0,3.0,3.0,1998.0,11.0,80013.0,2019-10-04,69
ca,3226 blanchard st,los angeles,410004,2019-12-12,700,-118.192604,34.045773,6277.0,2.0,1.0,1915.0,14.0,90063.0,2019-09-05,98
fl,12560 highview dr,jacksonville,402000,2019-12-12,2820,-81.49591,30.377918,11325.6,3.0,3.0,1999.0,180.0,32225.0,2019-03-23,264
in,12833 columa bay,fort wayne,425000,2019-12-12,4911,-85.0891,41.201973,12196.8,6.0,6.0,2002.0,8.0,46845.0,2019-09-11,92
co,1074 ouray st,aurora,295000,2019-12-12,2000,-104.79165,39.732513,9191.0,4.0,2.0,1972.0,2.0,80011.0,2019-10-01,72
fl,8729 boysenberry dr,tampa,259000,2019-12-12,1636,-82.6209,28.033823,5900.0,3.0,2.0,1987.0,2.0,33635.0,2019-10-17,56
fl,8223 hedgewood dr,jacksonville,387500,2019-12-12,2760,-81.57622,30.25864,8668.0,4.0,3.0,2006.0,3.0,32216.0,2019-09-25,78
md,1233 berkwood rd,baltimore,267798,2019-12-12,2152,-76.5021,39.32738,14374.8,3.0,3.0,1999.0,4.0,21237.0,2019-10-08,65
ca,5509 picker st,riverside,325000,2019-12-12,1269,-117.46232,33.93688,9148.0,3.0,2.0,1958.0,65.0,92503.0,2019-07-16,149
ga,2845 normandy dr nw,atlanta,10,2019-12-12,2586,-84.40163,33.832386,66211.2,5.0,3.0,1954.0,180.0,30305.0,2019-03-23,264
co,4201 w 49th ave,denver,533000,2019-12-13,1790,-105.0418,39.78583,7500.0,3.0,2.0,1923.0,7.0,80212.0,2019-09-12,92
co,5104 w dakota ave,denver,400000,2019-12-13,1957,-105.05221,39.7093,10890.0,4.0,2.0,1955.0,2.0,80219.0,2019-10-15,59
fl,3437 sarah spaulding ct,jacksonville,200000,2019-12-13,1559,-81.62122,30.173462,5123.0,3.0,2.0,1979.0,8.0,32223.0,2019-09-11,93
